Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Libya,LBY,7225218009.41799,13729870472.1936,106144249630.96,110538560730.736,124647554175.811,119714241460.03,93615450486.7895,77649594284.0862,70191441968.8814,79417877682.1686,85335649782.1665,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Lithuania,LTU,..,1362679200.14878,6598353673.96233,8201664834.38474,8529340677.06854,8072525980.62758,8729460563.48084,1697150153.84852,2599864854.6003,4449678813.3316,5770956096.50459,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Luxembourg,LUX,212608853.950435,97465747.9509168,848320495.372998,1010733835.02253,990807493.37471,963140967.448114,863655853.977499,770747330.389649,973176553.118613,878080634.297165,938890223.596831,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,"Macao SAR, China",MAC,520624844.411252,3323014302.25176,23726490181.8908,34026184616.5378,16600225450.9018,16145878199.0284,16444386287.6882,18890787008.0417,19491696000,20169663000,20281241000,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Madagascar,MDG,92084945.4410949,285182984.805489,1022970696.36859,1134559589.73412,1052810915.82789,776146662.956508,773817323.366607,832008813.363757,1183690792.01019,1600175022.31326,1739588290.28962,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Malawi,MWI,142103069.714402,246503870.879229,325348538.602841,217026444.13814,244599528.364783,428566508.155299,616100759.686287,678760478.271052,608344217.598916,770431046.225973,759614761.931253,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Malaysia,MYS,10658831703.2052,28650936563.5298,106528123469.784,133571684231.728,139730782665.941,134853702251.858,115958875075.857,95282342267.7486,94481267074.1533,102446599680.702,101452531755.37,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Maldives,MDV,24378453.1447838,122801161.555359,364318809.301568,348650244.811204,318266639.460594,381885325.263222,627407042.492066,575758077.44507,477936678.56819,598201001.746116,722068698.776903,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Malta,MLT,1492208124.72436,1471281813.84209,540154074.409551,515097920.742163,704900045.960483,596933291.286177,619373096.55437,571697422.679452,677039187.752481,832991850.762179,1024613729.12178,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Mauritania,MRT,58538414.6263391,49402252.9554015,287851716.196257,502324710.555567,968635710.793157,997902480.460926,635387343.480939,822269358.346095,848467104.487379,873822720.854327,934291833.830821,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Mauritius,MUS,761194246.136063,914366133.679955,2618620802.5817,2775245692.87377,3053007539.14535,3490767903.76468,3920880590.24131,4259691508.3633,4962069842.12085,5984338261.63058,6353096296.20215,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Mexico,MEX,10216845193.6425,35577279053.6649,120584016515.123,149208113907.363,167075785316.037,180200033349.658,195681624545.922,177596632552.624,177973637254.61,175469669183.544,176390278595.584,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,"Micronesia, Fed. Sts.",FSM,..,113047175.64761,55763850.8999963,75062413.2091201,76796329.9889957,84343095.8002683,114124949.546814,135114898.29569,156984836.357184,203718873.504125,203528219.216567,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Moldova,MDA,..,222490325.115233,1717685352.56472,1965325534.73495,2515016645.01264,2820638985.97329,2156677861.04442,1756772270.0972,2205927462.61468,2803268841.80309,2995238116.31008,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Mongolia,MNG,..,202077115.561911,2287769451.70851,2447811909.14304,4126178220.74685,2247857971.80285,1651790999.36218,1322495172.72512,1304118724.0909,3016698322.0815,3549666961.87949,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Montenegro,MNE,..,..,556155216.851418,392694640.34694,458665566.358864,583975007.21015,661395353.589227,681662465.324835,793838337.206649,1016162256.68628,1202727764.78899,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Morocco,MAR,2337533790.10115,5016934754.82376,23709466593.9932,20167412691.7066,17138210439.2506,18797794939.8508,20272045638.8487,22749566243.6606,25096263443.799,26189585939.2967,24461023093.2087,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Mozambique,MOZ,231744264.266615,742321151.033547,2265088387.79537,2591541583.2071,2961916696.09886,3353349471.52203,3221260726.78887,2581229792.39729,2183206657.71961,3361066044.40731,3257710292.09573,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Myanmar,MMR,409508688.053947,286495285.090852,6045321166.89603,7361702603.01112,7352900705.37492,8835555373.11893,4509489138.8808,4598610942.14029,4886384703.75254,5213962530.80223,5646407387.45813,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Namibia,NAM,..,259836317.576792,1695691125.42722,1786689867.90836,1745866242.29235,1511161812.62397,1177200513.39186,1688180787.14781,1833673822.03675,2432221196.06343,2149916908.24883,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Nepal,NPL,354107095.132094,987342047.009884,3002724838.43341,3702502162.26324,4417738496.0606,5434181403.11911,6216255070.07087,8145463907.87798,8734510298.83136,9435255966.98232,8335473017.41812,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Netherlands,NLD,34401209143.9927,17688007846.9298,46146883950.9493,50411044069.4659,54816126189.2564,46309213046.113,43054391590.6256,38213751383.3571,35905772878.2734,38421990800.0802,38431677254.824,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,New Zealand,NZL,4129354287.05595,3952081062.22381,16722654735.8853,17011945022.1814,17582960687.9069,16317764962.7089,15861069905.1322,14699798262.9867,17808384489.6379,20683740690.7906,17656593019.6171,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Nicaragua,NIC,165533453.144784,492485081.971073,1798981293.19797,1892248423.80235,1887214938.20452,1992960773.02599,2276176780.7117,2492262791.93881,2447771381.81086,2757785586.66498,2261143360.12993,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Nigeria,NGA,4128789618.08766,10099448197.5379,35884933615.6973,36263651535.7376,47548404531.6587,46254763637.5804,37497232874.4871,29011450144.31,28020197619.3379,40499220796.3652,42838869124.791,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,North Macedonia,MKD,..,460208291.007042,2276767089.7281,2667393348.62602,2891478810.61011,2747604655.47163,2964236411.99583,2470701359.60007,2751929520.8021,2801853318.34827,3284003546.93106,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Norway,NOR,15788119113.9691,27922060281.5661,53215083706.0825,49397087253.2418,51856399587.6549,58283142155.4752,64800723856.6031,57455936481.5608,60445172369.6599,65923863904.4306,63145471060.2407,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Oman,OMN,1783597593.42604,2459611528.57575,13025235620.4615,14366193706.0241,14401122657.9676,15951037291.2884,16324457251.6461,17543980312.7005,20262241805.121,16088803822.7709,17388370607.2955,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Pakistan,PAK,1046429500.63308,2087167574.18215,17255570039.5703,17697925812.3776,13688479776.3039,7651260101.72058,14306811155.4783,20027864211.2597,22027605269.5237,18455861310.286,11837177725.8521,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Panama,PAN,343513777.012704,722595056.913888,2714469855.81081,2303727320.10768,2466273019.84038,2847991008.35912,4032196741.33615,3378098353.89896,3846753359.06372,2703336161.52673,2121303718.10741,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Papua New Guinea,PNG,427289975,304157921.747747,3121182845.40448,4352806335.28355,4035177908.45073,2850601817.14749,2329505233.38802,1758569679.62188,1679928638.34872,1761946839.34036,2239395527.4358,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Paraguay,PRY,674873064.92467,772414513.758737,4166639316.00527,4982545969.05874,4994947872.79258,5872875217.83582,6986586468.56047,5938523046.9591,6880868043.64371,7877536165.92124,7738519105.8012,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Peru,PER,1890650000,8675891763.57695,44214813972.5469,48913127084.1198,64155414239.2495,65766067276.3127,62529770421.2986,61594854512.0108,61801163819.905,63819289817.3982,60333192024.232,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Philippines,PHL,2036231453.24437,15074070180.8191,62326286864.5526,75123089217.1415,83788600500.6134,83182370907.1603,79629428309.078,80640411491.447,80666223156.9831,81413504334.4498,79195598849.54,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Poland,POL,4673859367.77112,27469379417.1752,93472504101.0455,97712435349.2056,108902203543.974,106221491035.509,100452420334.113,94902630299.2186,114328539232.702,113267368075.15,116956636327.589,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Portugal,PRT,20578947935.3467,14262113156.7969,20936757462.4983,20801304306.6758,22658232425.8407,17589253884.7934,19700737012.1143,19402623792.0829,24989773864.5767,26096701287.2382,24920338987.3177,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Qatar,QAT,951656596.257737,1163240534.55416,31181698262.5165,16809490742.533,33185072530.0802,42082172537.965,43215459717.5334,37257529105.0352,31887349772.9792,15007730964.8132,30358280804.0766,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Romania,ROU,1374053812.57914,3395672575.31485,48047830952.6969,48044368558.6277,46711176509.7631,48827640845.6875,43186336127.8466,38700983240.8315,39953479392.8853,44429296937.0156,42129061937.9341,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Russian Federation,RUS,..,27656266696.1263,479222324221.266,497410212789.354,537816372807.129,509692074388.888,386216337149.112,368042950258.841,377052204307.946,432730507964.11,468645216082.719,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Rwanda,RWA,44514230.2782154,190641890.700649,806395755.959935,717579235.836789,474675025.973947,654177583.464105,945126111.233454,917498055.127134,1013356070.46449,1178765818.21496,1238058758.16221,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Samoa,WSM,69045292.0003983,63657900.5985558,188969952.834034,146371650.747896,148170912.550635,150162470.626755,121285111.893393,122492837.054544,99306837.9645827,130979553.041719,169944547.604381,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,San Marino,SMR,..,135161372.533955,449159685.672526,341857697.19973,384949652.80134,539285341.235863,392044349.567832,378976113.953944,450983493.470616,359230311.904522,338957476.907088,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Sao Tome and Principe,STP,..,11639663.8147926,48170349.065802,52125217.7863105,51587491.1367281,63787766.5841619,63523954.9791131,72864704.9867351,63203006.4164723,58950229.500284,43683545.117539,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Saudi Arabia,SAU,13437132418.9441,20846854711.0682,459313194915.439,556570950256.256,673739616018.36,737796355078.29,744440513643.462,626989686477.742,547266635919.121,509457096430.156,509468527336.473,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Serbia,SRB,..,..,13307506858.4548,15583042919.9853,14402950144.2862,15431775005.6913,12051956986.1277,11344953319.4664,10748918412.8601,11906315333.2437,12874374086.5037,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Seychelles,SYC,16638359.4343515,43752074.0468578,255584702.553665,279115073.987237,308093541.248072,425902438.873118,465010215.592435,536145674.407411,523503786.87859,545203276.387118,549521831.728019,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Sierra Leone,SLE,5428453.14478383,49207274.4210529,408971756.317223,439130952.881157,477987067.655214,532538016.704371,600784544.071814,579013520.60832,497242646.676567,549121050.851388,502557290.862546,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Singapore,SGP,27789982289.34,81084978988.8664,231259743357.534,243798272471.038,265910197708.28,277797711589.929,261582777243.075,251875782494.842,251058293461.882,285000274600.258,292715632357.011,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Slovak Republic,SVK,..,4376328677.41435,2155733869.47611,2417985582.87202,2519014757.96748,2152916324.50638,2620751837.79851,2892029439.91285,2879889589.86374,3620878540.50759,5229297354.833,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Slovenia,SVN,..,3196099145.64647,1070760883.00257,986893174.497992,951915167.042353,922155291.790942,1016368870.65301,856213889.025237,742060176.083081,889788337.683431,933092542.007261,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Solomon Islands,SLB,17599672.6465693,32044869.2772408,265834982.908909,412272152.61395,498913804.248604,520474136.787696,495902580.255375,519562129.906361,513960963.295802,574230569.143111,617115407.092056,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,South Africa,ZAF,2582983157.87227,7702061131.77161,43819545749.0238,48748260246.0381,50688078405.0297,49708174893.5691,49121568380.4854,45887065756.7249,47180127300.8564,50722891363.2361,51642041966.6735,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,South Sudan,SSD,..,..,..,..,1282090260.28818,947810456.615823,416808670.075841,229880518.366326,68159818.6400242,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Spain,ESP,57238070967.6203,35607623344.835,31871836372.9595,46704835356.6883,50588475476.9985,46335465037.6453,50411846511.5441,53973842235.8777,63039926528.9472,69400198866.0331,70633189427.7056,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Sri Lanka,LKA,447030481.606109,1131355289.18666,7195358507.00001,6739196545.08981,7106460348.66884,7500000871.53903,8210750127.74159,7302096590.22385,6008199165.178,7959047614.93675,6920825566.09992,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,St. Kitts and Nevis,KNA,16284226.5723919,45199214.9459163,168859133.54094,244261262.258249,263485328.014723,301952572.319684,327252698.805102,288394872.297999,320542568.31894,365098328.465168,363216830.554272,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,St. Lucia,LCA,44589868.4042054,78828583.5046657,206256181.499737,213433689.006085,231967199.010973,192222634.629787,257658514.613209,317540361.620252,305519500.768958,321767417.204396,285824309.747523,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,St. Vincent and the Grenadines,VCT,26490000,55179038.167382,112702057.854892,89626356.9120155,111021926.087627,135096711.23141,157371371.547547,166009602.198323,192255789.768022,182046079.244525,169562298.93521,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Sudan,SDN,11414226.5723919,137814239.250023,1036244170.70595,192529339.697522,192632614.669594,192956941.623251,181457168.977027,173516490.886743,168284353.053783,177933851.813136,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Suriname,SUR,41887843.425981,133306155.826373,690815612.851081,816878191.094628,1008868435.43632,778764877.889552,625144169.129015,330244649.262198,381050648.917497,424603963.080103,580780344.590911,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Sweden,SWE,20324328881.439,16498728321.8885,48246149255.6656,50213891950.8524,52245310612.4755,65363359246.0776,62579168750.6962,58098544752.6552,59361642625.4786,62191481193.5854,60566144400.5195,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Switzerland,CHE,61284432314.7384,53620270122.4935,270479819574.103,330585879227.201,531302252827.225,536235288240.201,545787281753.12,602402585638.351,678909680869.541,811030675725.884,787021335043.725,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Syrian Arab Republic,SYR,446790359.434352,354635059.439828,20631907296.8694,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Tajikistan,TJK,..,94280831.9251688,403106833.866534,518942135.239755,630690451.23968,661311872.523759,512645031.16602,493391433.036105,644763434.415511,1291955730.80213,1284070863.38126,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Tanzania,TZA,192800000,994821489.507032,3904676571.71261,3726158402.29753,4052224337.93442,4673729809.18131,4390430240.97061,4080762377.72074,4350687047.93764,5887869884.67437,5049646420.4773,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Thailand,THA,14258318641.9314,32665494240.0388,172027935376.446,174891021491.419,181481264053.903,167230223498.308,157162740027.006,156459956382.606,171772074486.519,202538295197.399,205640628937.522,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Timor-Leste,TLS,..,..,406188383.994682,461610880.986764,883551410.78244,686998202.842836,311471064.613909,437752180.980057,280953720.723143,544434360.995242,673903564.681158,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Tonga,TON,31338618.0876641,24642268.2072333,104527450.867601,143294510.36368,152403989.217978,155520937.735289,158784814.420293,156107668.817026,176497315.495875,198522418.422513,227189184.003045,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Trinidad and Tobago,TTO,512775399.218961,1402802249.32216,9268006705.19022,10077335743.5272,9473539931.2565,10251085882.4588,11567320448.0123,9993217471.34719,9536894465.97485,8450339608.08426,8108517577.38663,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Tunisia,TUN,866664126.740977,1871427065.05158,9764265037.07788,7785305507.43057,8717830200.54899,7550027499.83122,7498010302.87675,7559201960.29189,6137077790.03259,6143986079.65126,5661370258.89029,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Turkey,TUR,7626099813.58548,23514529510.39,85959461665.9826,87937253858.338,119182965975.41,131053847400.859,127421921231.106,110489628113.015,105945859574.478,107657025384.516,92982552060.703,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Uganda,UGA,43986075.0309428,808042388.803331,2706005010.33156,2617450463.11354,3167158060.13695,3337539363.36545,3316363815.2963,2908876773.27382,3097848069.80846,3720863721.20488,3358514649.90299,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Ukraine,UKR,..,1477202335.54994,34571298928.1666,31788750906.6251,24552796496.6833,20413621998.9497,7538804512.33223,13300880765.1311,15537256304.3675,18810931196.5576,20817897004.1028,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,United Arab Emirates,ARE,4890564527.19409,13631620189.1667,32785291883.4009,37269318422.5758,47035150430.9523,68202650660.2746,78424381665.0826,93929134196.4176,85390832746.3078,95377648625.516,99503335478.7452,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,United Kingdom,GBR,43145747847.3062,50939389681.351,98025460114.4246,109733899591.288,117156976864.591,118750193779.676,124487425221.296,148109299505.898,134931850848.279,150857673778.943,172657749536.315,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,United States,USA,173093564607.844,128399516602.723,488928508742.44,537267041107.474,574268084132.447,448508920737.711,434416188744.625,383728497570.133,405942428719.749,451285263406.24,449907088828.546,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Uruguay,URY,1445585539.04483,2775536525.06834,7655538208.89576,10301678592.7052,13604619913.6442,16280547228.7409,17554713318.1913,15633854333.4106,13471669447.4569,15959345500.7884,15556520867.2273,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Uzbekistan,UZB,..,..,..,..,..,22501939340.8419,24195780634.2289,24287333269.6036,26284410686.6739,28070940955.3947,27077105981.1617,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Vanuatu,VUT,37691806.7746938,38922820.4827534,161382135.428761,173789321.593301,182228490.812076,179199339.275513,183998594.875318,269167136.176373,267345975.934803,395101633.946324,420592370.174891,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,"Venezuela, RB",VEN,12732617576.9302,15898851162.5221,29665473906.3905,27934651458.8556,29468789162.6861,20275216409.4457,21454894042.4243,15625329211.5223,10150000483.5116,9794062064.62108,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Vietnam,VNM,..,3416511105.0847,12466600610.9074,13539119001.0033,25573282232.2766,25893489673.0736,34189368832.6688,28250254960.181,36527291044.3307,49075567812.4586,55452622582.5609,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,West Bank and Gaza,PSE,..,..,531755697.08,498047447.64,664041719.54,685224934.26,672378108.54,580939642.18,312800333.67,446349334.35,537846124.64,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,"Yemen, Rep.",YEM,441445657.765575,2913976400.77575,5938628775.49031,4525488820.12166,6150781007.79467,5344296754.57831,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Zambia,ZMB,201213453.144784,244824131.796944,2093753266.11924,2324018111.39996,3042223849.42813,2683813403.45787,3078362296.84348,2967626716.43206,2352719004.10271,2082083919.53427,1569229906.13102,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Zimbabwe,ZWE,295117984.592622,321301858.310207,731779021.646729,660229297.319734,575552811.073803,474968710.14602,363832802.383277,434586085.852928,407193244.098736,292621249.111638,86951094.0294849,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Euro area,EMU,..,351979822071.882,787897995554.545,847726435343.261,909437841338.521,748400035597.623,745741427667.848,701552553007.993,741790800990.739,802685567836.537,822526232328.578,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..
